       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.78499D+02   1.000000       10.00000       70.569       29.392     -0.11856E-02  -7.0569      -2.9391     -0.30305E-05   84.090       0.0000     -0.10312E+09   1.0000       0.0000      0.55032E-08   0.0000              NaN  0.42311E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55757E-07          NaN          NaN          NaN  0.29691E-03  0.29692E-04
 0.78749D+02   1.000000       10.00000       70.455       29.369     -0.11854E-02  -7.0456      -2.9368     -0.30539E-05   83.965       0.0000     -0.10312E+09   1.0000       0.0000      0.60547E-08   0.0000              NaN  0.48425E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.63814E-07          NaN          NaN     Infinity  0.29691E-03  0.29691E-04
 0.78999D+02   1.000000       10.00000       70.341       29.346     -0.11851E-02  -7.0342      -2.9345     -0.30773E-05   83.839       0.0000     -0.10313E+09   1.0000       0.0000      0.58284E-08   0.0000              NaN  0.42870E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.56494E-07   0.0000         Infinity          NaN  0.29690E-03  0.29690E-04
 0.79251D+02   1.000000       10.00000       70.226       29.323     -0.11849E-02  -7.0226      -2.9322     -0.31012E-05   83.712       0.0000     -0.10314E+09   1.0000       0.0000      0.57793E-08   0.0000              NaN  0.42421E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55902E-07          NaN          NaN     Infinity  0.29689E-03  0.29689E-04
 0.79501D+02   1.000000       10.00000       70.112       29.300     -0.11847E-02  -7.0112      -2.9299     -0.31249E-05   83.587       0.0000     -0.10315E+09   1.0000       0.0000      0.59591E-08   0.0000              NaN  0.45515E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.59979E-07   0.0000         Infinity     Infinity  0.29687E-03  0.29687E-04
 0.79751D+02   1.000000       10.00000       69.997       29.277     -0.11844E-02  -6.9998      -2.9276     -0.31487E-05   83.461       0.0000     -0.10316E+09   1.0000       0.0000      0.57643E-08   0.0000              NaN  0.42186E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55592E-07   0.0000         Infinity     Infinity  0.29685E-03  0.29686E-04
 0.80001D+02   1.000000       10.00000       69.883       29.254     -0.11842E-02  -6.9883      -2.9254     -0.31727E-05   83.335       0.0000     -0.10317E+09   1.0000       0.0000      0.57822E-08   0.0000              NaN  0.40635E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.53549E-07          NaN          NaN          NaN  0.29684E-03  0.29685E-04
 0.80251D+02   1.000000       10.00000       69.769       29.231     -0.11839E-02  -6.9769      -2.9231     -0.31968E-05   83.209       0.0000     -0.10317E+09   1.0000       0.0000      0.59258E-08   0.0000              NaN  0.41002E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.54031E-07          NaN          NaN     Infinity  0.29684E-03  0.29684E-04
 0.80500D+02   1.000000       10.00000       69.654       29.208     -0.11837E-02  -6.9654      -2.9207     -0.32210E-05   83.083       0.0000     -0.10317E+09   1.0000       0.0000      0.68877E-08   0.0000              NaN  0.40084E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52822E-07          NaN          NaN          NaN  0.29684E-03  0.29684E-04
 0.80750D+02   1.000000       10.00000       69.540       29.185     -0.11835E-02  -6.9540      -2.9184     -0.32454E-05   82.957       0.0000     -0.10317E+09   1.0000       0.0000      0.70551E-08   0.0000              NaN  0.40196E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52970E-07          NaN          NaN          NaN  0.29685E-03  0.29685E-04
 0.81000D+02   1.000000       10.00000       69.425       29.162     -0.11832E-02  -6.9425      -2.9161     -0.32699E-05   82.831       0.0000     -0.10317E+09   1.0000       0.0000      0.70028E-08   0.0000              NaN  0.42730E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.56309E-07          NaN          NaN     Infinity  0.29685E-03  0.29685E-04
 0.81250D+02   1.000000       10.00000       69.310       29.139     -0.11830E-02  -6.9310      -2.9138     -0.32945E-05   82.705       0.0000     -0.10317E+09   1.0000       0.0000      0.72597E-08   0.0000              NaN  0.43282E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.57036E-07          NaN          NaN          NaN  0.29684E-03  0.29685E-04
 0.81500D+02   1.000000       10.00000       69.195       29.116     -0.11827E-02  -6.9195      -2.9115     -0.33193E-05   82.578       0.0000     -0.10318E+09   1.0000       0.0000      0.77888E-08   0.0000              NaN  0.48391E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.63769E-07          NaN          NaN     Infinity  0.29683E-03  0.29684E-04
 0.81749D+02   1.000000       10.00000       69.080       29.093     -0.11825E-02  -6.9080      -2.9092     -0.33441E-05   82.452       0.0000     -0.10318E+09   1.0000       0.0000      0.81822E-08   0.0000              NaN  0.53496E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.70497E-07          NaN          NaN          NaN  0.29682E-03  0.29682E-04
 0.81999D+02   1.000000       10.00000       68.965       29.069     -0.11822E-02  -6.8965      -2.9069     -0.33691E-05   82.326       0.0000     -0.10319E+09   1.0000       0.0000      0.79122E-08   0.0000              NaN  0.49456E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.65172E-07          NaN          NaN          NaN  0.29681E-03  0.29681E-04
 0.82249D+02   1.000000       10.00000       68.850       29.046     -0.11820E-02  -6.8850      -2.9045     -0.33943E-05   82.199       0.0000     -0.10320E+09   1.0000       0.0000      0.80593E-08   0.0000              NaN  0.51875E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.68361E-07          NaN          NaN          NaN  0.29680E-03  0.29680E-04
 0.82499D+02   1.000000       10.00000       68.735       29.023     -0.11817E-02  -6.8735      -2.9022     -0.34195E-05   82.072       0.0000     -0.10321E+09   1.0000       0.0000      0.77826E-08   0.0000              NaN  0.48848E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.64371E-07   0.0000         Infinity          NaN  0.29678E-03  0.29679E-04
 0.82749D+02   1.000000       10.00000       68.620       28.999     -0.11815E-02  -6.8620      -2.8999     -0.34449E-05   81.945       0.0000     -0.10322E+09   1.0000       0.0000      0.57570E-08   0.0000              NaN  0.39505E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52059E-07          NaN          NaN     Infinity  0.29677E-03  0.29677E-04
 0.83001D+02   1.000000       10.00000       68.503       28.976     -0.11812E-02  -6.8503      -2.8975     -0.34708E-05   81.817       0.0000     -0.10322E+09   1.0000       0.0000      0.54964E-08   0.0000              NaN  0.36941E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.48680E-07          NaN          NaN          NaN  0.29676E-03  0.29677E-04
 0.83251D+02   1.000000       10.00000       68.388       28.952     -0.11810E-02  -6.8388      -2.8952     -0.34964E-05   81.690       0.0000     -0.10322E+09   1.0000       0.0000      0.53991E-08   0.0000              NaN  0.33638E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.44328E-07          NaN          NaN          NaN  0.29677E-03  0.29677E-04
 0.83501D+02   1.000000       10.00000       68.272       28.929     -0.11807E-02  -6.8272      -2.8928     -0.35223E-05   81.563       0.0000     -0.10322E+09   1.0000       0.0000      0.52835E-08   0.0000              NaN  0.34078E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.44907E-07          NaN          NaN          NaN  0.29677E-03  0.29677E-04
 0.83751D+02   1.000000       10.00000       68.156       28.905     -0.11804E-02  -6.8157      -2.8905     -0.35482E-05   81.436       0.0000     -0.10323E+09   1.0000       0.0000      0.55204E-08   0.0000              NaN  0.38936E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.51310E-07          NaN          NaN     Infinity  0.29676E-03  0.29676E-04
 0.84000D+02   1.000000       10.00000       68.041       28.882     -0.11802E-02  -6.8041      -2.8881     -0.35743E-05   81.308       0.0000     -0.10324E+09   1.0000       0.0000      0.57249E-08   0.0000              NaN  0.41125E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.54194E-07   0.0000         Infinity          NaN  0.29674E-03  0.29674E-04
 0.84250D+02   1.000000       10.00000       67.925       28.858     -0.11799E-02  -6.7925      -2.8857     -0.36005E-05   81.181       0.0000     -0.10325E+09   1.0000       0.0000      0.57465E-08   0.0000              NaN  0.42479E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55978E-07          NaN          NaN     Infinity  0.29672E-03  0.29673E-04
 0.84500D+02   1.000000       10.00000       67.809       28.835     -0.11796E-02  -6.7809      -2.8834     -0.36268E-05   81.054       0.0000     -0.10326E+09   1.0000       0.0000      0.52876E-08   0.0000              NaN  0.40018E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52736E-07          NaN          NaN     Infinity  0.29672E-03  0.29672E-04
 0.84750D+02   1.000000       10.00000       67.693       28.811     -0.11794E-02  -6.7693      -2.8810     -0.36533E-05   80.926       0.0000     -0.10326E+09   1.0000       0.0000      0.65440E-08   0.0000              NaN  0.36847E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.48557E-07          NaN          NaN          NaN  0.29672E-03  0.29672E-04
 0.85000D+02   1.000000       10.00000       67.577       28.787     -0.11791E-02  -6.7577      -2.8787     -0.36800E-05   80.798       0.0000     -0.10325E+09   1.0000       0.0000      0.67426E-08   0.0000              NaN  0.37747E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.49743E-07          NaN          NaN          NaN  0.29672E-03  0.29673E-04
 0.85250D+02   1.000000       10.00000       67.461       28.764     -0.11788E-02  -6.7461      -2.8763     -0.37067E-05   80.671       0.0000     -0.10326E+09   1.0000       0.0000      0.66107E-08   0.0000              NaN  0.39887E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52562E-07   0.0000         Infinity     Infinity  0.29672E-03  0.29672E-04
 0.85499D+02   1.000000       10.00000       67.345       28.740     -0.11786E-02  -6.7345      -2.8739     -0.37336E-05   80.543       0.0000     -0.10326E+09   1.0000       0.0000      0.64663E-08   0.0000              NaN  0.40452E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.53307E-07          NaN          NaN     Infinity  0.29671E-03  0.29671E-04
 0.85749D+02   1.000000       10.00000       67.228       28.716     -0.11783E-02  -6.7228      -2.8715     -0.37607E-05   80.415       0.0000     -0.10327E+09   1.0000       0.0000      0.64989E-08   0.0000              NaN  0.38045E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.50135E-07          NaN          NaN          NaN  0.29670E-03  0.29670E-04
 0.85999D+02   1.000000       10.00000       67.112       28.692     -0.11780E-02  -6.7112      -2.8691     -0.37879E-05   80.287       0.0000     -0.10328E+09   1.0000       0.0000      0.60551E-08   0.0000              NaN  0.36468E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.48056E-07          NaN          NaN     Infinity  0.29669E-03  0.29669E-04
 0.86249D+02   1.000000       10.00000       66.995       28.668     -0.11778E-02  -6.6995      -2.8668     -0.38152E-05   80.159       0.0000     -0.10328E+09   1.0000       0.0000      0.58510E-08   0.0000              NaN  0.36767E-08   0.0000      0.75885E-01  0.78886E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.48451E-07   0.0000         Infinity          NaN  0.29668E-03  0.29669E-04
 0.86501D+02   1.000000       10.00000       66.877       28.644     -0.11775E-02  -6.6878      -2.8643     -0.38430E-05   80.029       0.0000     -0.10328E+09   1.0000       0.0000      0.56630E-08   0.0000              NaN  0.37760E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.49760E-07          NaN          NaN          NaN  0.29668E-03  0.29668E-04
 0.86751D+02   1.000000       10.00000       66.761       28.620     -0.11772E-02  -6.6761      -2.8619     -0.38706E-05   79.901       0.0000     -0.10329E+09   1.0000       0.0000      0.60522E-08   0.0000              NaN  0.39604E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52190E-07          NaN          NaN          NaN  0.29667E-03  0.29668E-04
